stars,review_stars,text
2.5,1,"Where to start with this place...

If you're looking for something DIRT CHEAP... This is not the place to go, because frankly, for the price you get here, you can find better places closer to the strip, if that's what you're after.
Now, I actually got to stay there for free but I'm still going to nit-pick everything for your convenience. 

1. Site said they're pet friendly, so we brought our small dog. Pretty much the deciding factor why we chose it... When we arrived at about 5am to get our room, we unloaded into the room, and finally bring the dog in. 5 mins later, their little downs syndrome security guard on his bicycle came pounding on our door saying they saw the dog on camera and that we're not allowed to have dogs here... Ugh, wtf? Your site said animal friendly.. So fk you guys! We put the dog in the truck, and surprisingly enough. We were harassed for about 2 hours by their security talking about the dog. They sat in the room above us, and continually circled our truck looking inside? Who the fk do you think you are? Harassing your customers and making them feel like criminals over a damn dog.

2. The rooms are not what the site says. There are no kitchen areas, no fridges.

3. The shower and toilet had a disgusting black residue all over it. Do they even hire cleaning maids?

4. The beds are god awful as far as comfort. At one point I took a pillow and laid on the ground... To my disbelief, the ground smelled like feces... Could this place get any worse? YES IT CAN!

5. During almost every cigarette break I took outside, a hooker either walked by or drove by looking for the room she was called to... So yea, if you're looking to be around that kind of stuff, this is the place to go.

I would give this place 0 stars if possible... They're lucky to even get one... This place is the biggest joke I've ever seen in my life... Frankly, I'd rather stay in a Motel 6 than ever even thinking about this place... Avoid at all costs. Don't even consider. No matter how cheap their rooms are, remember, it's Vegas, there's a hundred places that are just as cheap and better quality."
2.5,5,Me and my friend came into town and stayed here. We couldnt beat the deal we got on expedia including the flight. The room was exceptional. Had a Couch and Bed and Tv in one room. Then the other room had a bed and tv. The buffet isnt the biggest but the price is good. Loved the Cafe and Shortcake and steak was good and a great price. Security roaming around kept things quiet. Not far to the strip. A 7-11 is right around the corner. Played in the Bingo hall and had a blast. Will recommend all to stay here who dont want Strip prices but a great place to lay your head and eat. The pool was fun too.
2.5,1,"Price was excellent, BUT that was it!   Front desk service is horrific, rudest, unprofessional rude individuals that work at the hotel check in desk.   Would rather handle all the phone calls coming in, then the people in front of them.  Rooms aren't that much better, inch of dust behind bedside table, carpet old and stained, bedspread and curtains look like haven't been changed or cleaned in 30 years.  If you want a place for the night or a flop house, as this place looks ok, if you want good service you won't get it here!"
2.5,4,"Doe The price I paid it doesn't get any better, stayed for sema week, and my on problem was cab service because it's far form the strip but bus service is great get use to it and your a winner!"
2.5,1,"This place an absolute crap hole. Yes it's cheap but the rooms are dirty, air conditioning sucks,  and I got a non smoking room that reeks of smoke. No taxi service, called front desk multiple times, and no answer.  Finally walked to the front desk, waited about 10 minutes no one ever came to help me. I will definitely stick to my hotels on Freemont or the strip."
2.5,1,"It took us 20 min from the airport to get here without traffic. The outside looks like any other grungy pink  motel but the inside is bad. I wasn't expecting much for $35 but my sink was clogged, there were toilet stains, and I couldn't tell if the sheets were stained or if that's a pattern. It's kind of far from the strip also. I think their hotel shampoo made my hair more oily. 

Pros
Cheap price. 

Cons
Cheap feel. Horrible lighting. 

Would I come here again? 
No. I'm sure I could find similar priced hotels closer to the strip."
2.5,4,"I really liked this hotel because of its location and price. I just can't give 5 stars for them because this hotel doesn't have free wi fi (they charge you in $12/day). Also, they don't provide microwave and refrigerator in the suites (I am sure that is because they want us to pay for food in their restaurants too) and also because its tooo noisy, I could hear what was happening in the room above. However, I really recommend this hotel because of its location (15 min from strip), cleanliness, organization and service."
2.5,1,"This is the 1st time that the Hubs and I have went to this hotel to stay for 4 days. Unfortunately it wasn't the experience I wanted.  I have never heard of a hotel that charges $11.99 a day per device for Wifi. Are you serious.
The Hubs and I had to print out tickets for a Game we were going to the 1st night we were there, we asked about the Business center only to find out there want one but had this mini little computer to print. We got charged $11.00 to print and use the computer for 3 min.s. 1st strike. 
When we got to the room, the card didn't work. Went back to the front and got new ones. From that point only 1 worked. When we finally got into the room it smelled like if someone had smoked Marijuana and if someone was in their 5 min.s before and had done the dirty. It was a bad smell. Strike 2.
For the 1st 2 Days we didn't have any Hot water. On the 2nd day I went to call the front desk only to not be able to call cause the Phone was broken. I had to walk all the way to the front from the back. I waited 20 .min.s in line to tell the front desk about what happened. They called maintenance and said someone was going to meet there. When he got there the guy told me that they had shut the water off cause they had a issue. WTF no one couldn't tell us that. We didn't have any water for 2 days and you couldn't tell us there was issues. Strike 3.
Than the topping on the cake the day we checked out we needed a few extra minutes to check out ( since it was 11am for check out). Someone came banging on our door ( we had slept in on accident after coming in late from the night before). I tried to call down stairs to the front and NO ONE answered the phone for 45 min.s . When I FINALLY got someone on the phone and woman name Rebecca answered with a nasty adittude and said that she will give us 5 min.s to check out and than hung up on me. I was done.. we packed up everything and went and checked out. I am Officially done with coming here. Never again. 
Warning if you want to come here be prepared for anything but a good experience."
2.5,3,"When I first moved to Vegas a few years ago, I had to wait a few days before I could move into my place.  And, I didn't want to stay at the Budget Motels... for obvious reasons.  So, I looked into hotels near my place and ended up choosing AZ CHUCK'S.  The hotel is not attached to the casino.  It has a small pool, which I didn't use.  The room I stayed in was actually pretty nice.  It was a one bedroom suite and it was quiet.  That is all that I was looking for when I ended up staying here for that time.  The Casino over the years has seen some renovation.  It is a nice little place with its' clientele being an older crowd spending their retirement money.  

They have a couple of restaurants upstairs, The Yukon Grill, Sourdough Cafe, and the Buffet.  Downstairs they have a couple of fast food places.  

My reason for checking into AZ Chuck's was to go to the Sourdough Cafe.  So, you can check out my review there if you like."
2.5,1,"Dump

I was scared for my life, You would be hard pressed to find a place more scary and sketchy in Las Vegas...

I had fun playing Bingo, but when we were leaving, I thought I was going to get shot as a police situation and manhunt was unfolding in the casino as i walk out the door I see two guys urinating in the bushes and one vomiting just steps from the police car... 

My first time playing bingo since I was a kid, if i have to deal with this scene no thanks..."
2.5,1,The only good item on the buffet was the salad bar. The rest of the food had the appearance of mush!  Salmon looked white and watery. Fried Calamari rings looked good but when I tried them there was no calamari just breading. The part of the brisket which wasn't fatty tasted ok. All in all an unappetizing buffet. (The servers were attentive.)
2.5,1,STINKS and SMELLS like a mixture of an old folks home and dirty carpet (before you even get to the door)!!!! Why not change the carpet for once?! This place is nasty and the parking sucks!!!!!@@@
2.5,3,This place offers some of the best room rates anywhere in Las Vegas.  I had to stay in the area for a month and a half so this place really was a fantastic find for that situation.  The casino and food were not very good quality but the room was perfectly decent for the price and MUCH better than anyplace else you would find at their prices.  If I were just coming into town for a quick trip or vacation I would certainly recommend staying at one of the nicer places on or near the strip but for long term or if you need very cheap accommodations this place is fantastic for the price.
2.5,1,"The picture that I took was deceiving. The picture looked edible, but the food was terrible! Literally tasteless, dry, and upsetting to my stomach. I saw the Steak and Eggs Special for $7.77...it was an especially disappointing mistake! The only decent thing was their mediocre cup of coffee. Again, it was regrettable! I went to the restaurant only, not the buffet, and I wasn't staying there, but if the restaurant food is any indication of the overall establishment; I'll pass!
A friend, whom I was treating to breakfast also didn't bother finishing his subpar meal! I was slightly disappointed in myself for falling prey to such deception. Won't be going back!"
2.5,2,"This place has been a nightmare, the only reason I'm giving it 2 stars is because the hotel staff/security is friendly. My first ""room"" I was sent to the wrong building and room. Security informed me the front desk messed up and wrote it wrong. My second room had either dried blood or rat feces on the ground in the bathroom. 

I'm on my 3rd room and this room already had toilet paper in the bowl and was plugged. I asked my buddy if he forgot to flush and he said I didn't even have time to go.. so yeah that's a bit nasty to have someone's used toilet paper already in the bowl... that doesn't flush. 

I can't say I've ever had this much issues with a hotel as much as I stay in them."
2.5,4,"Decent, basic, affordable. I'll admit the previous reviews had me worried, but I gave this place a chance and left relatively satisfied.
We needed a hotel room for EDC weekend. Our days in the room composed of sleeping and getting ready, and that was perfectly fine for me. The rooms were clean, carpet freshly vacuum washed, and the staff were very friendly. You get the basics of a room, nothing more nothing less. 
There's no refrigerator, no safe, low lighting. Saw a bug in the room (bugs exist, plus we were on the first floor). Overall, if you want a basic hotel, I'd say this place is pretty good. I'd come back."
2.5,3,"First time staying away from Fremont or the strip. We went back and forth with here and Sams Town, and picked here cause our friends ended booking their rooms at a pretty decent rate so we joined in. 

The rooms are very basic, but overall clean. I was upset that there was no safe so carrying around all my cash makes me nervous. 

It's a little sketchy outside but no one bothered us.

We didn't eat at any restaurants so can't review on the food. 

Casino was boring and I lost money. 

We went to dinner at sams town our last night and was kind of bummed we didn't stay there when it was only $10 more a night, oh well... I know now."
2.5,1,"This is a disgusting hotel worst experience. They don't clean the rooms at all, based on the huge blood stain we found on the bed. Unfortunately we had kids with us that day and they had to be exposed to this filthy, unsanitary room.  

When the hotel personal was notified they just offer to switch our room and the room they had given us was a room that smelled like cigarette smoke.  After seeing that room and returning to our room, that I had not seen because I was out getting some food, we decided to go back to the front desk. We had taken our food back to the car a soon as my cousin mention the situation he had found in the room and before checking any of the rooms out (unfortunately we would end up eating cold food).

We had to wait over 20 minutes because the lady was on break and no one was there to attend the front desk. Not only did she refuse to give us back our money but didn't seem to believe us about the filthy room. She must have heard the conversation I was having with my cousins wife, about speaking to the corporate office if the lady didn't help us. My cousin was the one speaking to her and she had offer to give us back half the money and put us in the room she had given us, since they don't offer refunds.

She was saying that the room is cleaned and that there couldn't be any blood stain on the bed. That's when I stepped in and said it was dirty that we weren't making this up. That's when she said she was going to refund our money but first she had to send security to check it out make sure we weren't lying.

Waited another 20 mins security came to the room took pictures and left. My cousin came back up 10 mins later and said we had to be out of the room before we get our money back. Security was nice enough to approach us and assumed we had been told to leave the room because of sanitary reason. But unfortunately this wasn't the case, the only reason was to get a refund. That refund was only given because the lady knew I would contact corporate about this unsanitary hotel.  

I would give them a lower star if I could would never recommend this hotel to anyone even if it was the only one available. Which reminds me the lady also wished us luck finding another hotel because they were all booked and it was more of the way she said it like she was hoping we couldn't find another hotel. Not the kind of customer service anyone should experience.

I also took pictures and video of this unsanitary room."
2.5,4,I went with a buddy and thought it would suck but just wanted a place to sleep that's CHEAP. Not bad place at all. Everything was clean. I had a car so didnt mind the drive to attractions and even found stuff on drive I would of never seen if I had stayed on strip. Basically a motel 8. Only disappointment was 11 dollars for wifi per day. My buddy had a ton of data and used his phone as a hot spot so didn't need to. If you just need a place to sleep perfect.
2.5,4,"I rate the hotel and casino 4 stars, however there was a problem I had with one lady who was working on the hotel lobby desk alone (I wish I got her name) but she was very rude and condescending and had awful customer service skills. I mistook the hotel lobby desk as the rewards desk for casino, since I was staying at the hotel. I then mentioned how much it would be to stay another couple of nights since I was at the desk already. Then she said what room I said 1505, she looked at me stupidly and claimed there wasn't a floor 15. I never even claimed there was, she didnt even know how the hotel rooms were labeled by buildings and treated me with a disgusting condescending attitude. I loved the $20 dining credit at Yukon Grille, and the slots were pretty loose. The rest of the staff were great and for the price the room it was also great. However that one employee the woman who was working at the hotel desk alone, shouldn't be working their, her attitude was disgusting."
2.5,3,"Arizona Charlies I have to say we have come here several times over the years to play here as well as go to their restaurants.

The casino is a decent size. Being a local and having a players club card you get specials mailed to you, 

When playing in the casino you do get free drinks, It is considered to be a locals casino because it is so far from the strip.

We have never stayed in the Hotel, I hear the rooms are pretty cheap if you need one. Remember you get what you pay for and if you want to be near the strip this is not close at all and it will take a bit with traffic to get there."
2.5,4,"Stayed there looking for property this weekend.
Right down the street from my son - so I've been here before but not to stay.
Customer service and ease of getting the suite on the first floor was great.
The suite area was very nice - lots of room.
I always bring my slippers because most rooms have that crappy rug and you know people keep their shoes on and bring (stuff) in from the outside, bathrooms, other not so clean...
Price:  great
Noise:  none
Bugs:  none
Bed:  great - hige
TV:  great
Bathroom:  clean and functional
Kitchen:  no mini fridge (that would be nice) 

Overall - 4.5"
2.5,1,"My family decided to take a last minute road trip to Las Vegas. As expected it was extremely hard to find a hotel in one of the busiest cities there are. After a hour of searching, this hotel was the only one available at the last minute. Upon getting there and waiting in a very long line (minding you there was only one person at the front desk for the whole hotel) I was able to obtain my room key. After the family and I lugged everything upstairs we found bed bugs. Not only were there bed bugs but there was holes and stains in the sheet but the room had a horrible stench as soon as you walked in. Once I went downstairs to address this issue I was given another room but was unfortunately locked out of the old one which housed all of our belongings. Then the security came up to do a ""report"" which led to nothing but attitude. He asked about five times what was my name and I replied ever time what my name was, he kept saying I wasn't the one for the room. I tried talking to him but he kept rudely cutting me off, I then asked to speak with the manager of the hotel and he lied saying he was the manager. Later I found out he was not the manager of the hotel, not only did I receive attitude from your staff but I was lied to. My family trip was suppose to been fun and relaxing but it turned out to be horrible, not only for me and my spouse but for our kids as well. Just horrible customer service and bad room service."
2.5,1,"We've stayed multiple times at the RV Park over the last few years. The WiFi never works nor does the so called cable tv. The cable once was great. They've since changed providers & it's worthless. This trip, when trying to sign on to WiFi, I kept getting wrong password message. Went to office to ask if this was correct password or if there was a different one. The lady stated I had the correct password & that too many people must be using the WiFi at the same time & password on the paper is correct. Maybe a little time should be spent looking into the WiFi to see if something is wrong or if hacked. So for a week & had to use my data plan that I used up so my provider charged me $15 more on my monthly plan. We pay $$ to stay here & to use the amenities. I'm tired of paying for things that I can't us. The dumpster aren't in the enclosures. The trash company dumps the trash, leaves trash on the ground & dumpsters in streets. You would think that AZ Charlie's would have a team that would go around & clean that up & put dumpster back in enclosures. Then said team should go around to make sure spaces a clean & ready for next guest. The RV Park office people used to be very nice. Now they're basically rude or just don't give a damn. 

The last year or so I'm not feeling very safe. In the adjoining neighborhoods every single night there's multiple gun shots (not RV parks fault of course) but I'm terrified a stray bullet could hit an RV in here & I don't want it to be mine. Not an exaggeration 

This WILL be my last time to EVER stay. I doubt anyone one from AZ Charlie's reads these reviews nor cares how people feel about paying for amenities they can't use but it makes me feel good to yelp & let others know how it truly is."
2.5,3,"Not a bad hotel, i got what i paid for.  Its off the strip by about 2 miles, not a bad drive. Reasonable priced placed around."
2.5,2,"I cannot say about the rooms, but from the view from outside, dark and dingy... the slots here are pretty tight and usually can find a $5 table, not today, wtf? They have no progressive bonus to justify having $10 pai gow table, plus its the only pai gow here, i guess i play at eastside more for that bet, since their progressive is well over $200k, worth playing for.. They continued to be like this i ll just go play some where else.. Its way too smoky to stay and play anyway.. The food is ok, reasonable, lots of old folks local hangout..The staff is ok, its hit or miss, depending on who you deal with, sorry to say i don't consider one of my favorite casino."
2.5,1,"Stayed here Thursday 6/22/17. 
Checking in front desk person was very friendly but as soon as you walk into the casino you get hit with the smoke..eww!

Got our rooms (2 rooms)...came in my room,..got hit with a good smell of icey hot...like if literally someone just applied some...looked around everything looked good except no remote, so i call front desk and she answers with anger in her voice...so nicely i said we just checked in and we dont have a remote...her response ""ok, ill send a tech to bring you one"". Ok good.....

2nd room...mold in the shower, walk right out and went to get a diffrent room. Front desk puts us in a ""suite"". Room was hot, but we thought it was just cuz they might of just turned it on...it stayed comfortable but never got cold.

Aftet waiting on this tech for an hour now...we left to pick up dinner. When we got back we noticed a man in front of our door...barely holding himself up with the railing....sister and I looked at eachother like wtf...she said maybe its the maintnance guy with our remote?!?! And sure enough it was, mr maintnance guy was soooooooooo freakin drunk he could barely talk to us and he already had bad english (mexican man). So between sister and i we had to look at eachother to try to understand him...and we speak spanish so it wasn't that we didnt understand...it was just that he was slurring out his words because of how intoxicated this man was.

After all this craziness, the rest of the night was quiet and when i went back to tge front desk to check out this lady from Gwam was there, very friendly and she greeted me as soon as she noticed me walking up to the desk. 

For how much we paid and dealing with this drunk maintnence guy and rude front desk lady during check in...we will definitely put this hotel last on our list...."
2.5,3,"We stayed here for 3 nights at a great price ($133.00) we got through Expedia. Check in was fast and friendly but upon check out a small problem arose with my deposit being returned. Alfter a couple of phone calls, this problem was fixed and I recieved my deposit. The woman handling this issue could have been a little more friendly in my opinion, after all it was their mistake. The room was big, comfy and clean with a seperate livingroom area. Nothing fancy by any means, a little outdated, but it was clean.The only thing I didn't like about the room was that the sink is right next to the bed. There is a 7-11 around the corner and I always saw security roaming around whenever we were coming and going which was nice to see.
The buffet was horrible. We ate there once for dinner and once for breakfast. The prime rib at dinner was decent, the made to order waffles at breakfast were cold and hard, as was most of the cafeteria style food they offered. The service was good and friendly.
The casino was nice in the fact that it wasn't overly crowded, had a good variety of machines and paid out decently. The beverage servers were non existent.
This place is about a 10 minute drive from the strip. I would stay here again for the price and accomadations but definately eat elsewhere."
2.5,1,"Horrible experience here, checked in on Sunday the 9th of april, the next night I caught a bed bug crawling on my wife's leg in room 1507, when they came to see i got nothing but attitude from their so-called security, and their hotel manager LAURA SELANDER , was of no help either, not to mention their risk management department wich totally denied this thing I caught and handed to them in a napkin was a bedbug, the whole time treating us like criminals, !!!"
2.5,5,The Yukon Grille is the best. Don't waste your money at Ron's Steak House. This is the far best than that restaurant. Dollar wise you can't beat it. Our server was Annmarie  who is an asset.
2.5,1,"There was so much wrong with this hotel I just don't have the time to write it all down I will just down load the horror - Check in no valet no one there to show you what and where + the room wow front door did not close right? big gap you can see the out side??? + the plumbing was so loud it woke me up many times + the carpet may have never been cleaned + 7 channels only? + no wifi + bad beds and bad furniture + no light bulbs in the lamps and the one with a bulb did not work the closet has never been cleaned I am sure of that + I don't think there was any insulation in the walls. do not go here it is cheap but not cheap enough and the casino is so out dated we did not even try it.,.,.,.,."
2.5,1,"Wanted to check out a different local casino so I chose Arizona Charlie's. What a mistake. This place f*cking sucks! First off, it's a locals casino so it should have better pay backs, right? NOT! Most of there machines have as low of a return rate than the Strip. All you have to do is check the pay tables. Wanna a drink? You'll be ignored unless you look like a homeless bum playing penny keno. Lots of loser bums in this place. Like cigarette smoke with crappy ventilation? You'll love it here."
2.5,1,I've never been to a worse place with more useless employees than at Arizona Charlie's. Specifically...the front desk supervisor. Worst experience ever.
2.5,2,"Pros, Cons, then summary

Took my family to Las Vegas to watch the Monster Truck World Finals.  I was not in town this time to do the typical ""Vegas"" thing:  clubs, gambling, nice buffets, etc.  

PROS--Only a few miles from Sam Boyd Stadium.  Near some good fast food joints (ex: In-N-Out, Sonic, local joints, etc.).  The hotel was cheap, probably the only reason for two stars.  The shower had good pressure, and the toilet worked fine.  One huge pro was that the AC was a newer model and worked very well.  It kept the room at a constant cool temperature and was cold our entire stay.  Ice machine worked well too.  Because the neighborhood was a bit shady, they had bike security 24 hours, and they were nice and professional.  More importantly, the security was visible at all hours and seemed to take pride in their job.

CONS-- Very dirty rooms.  The floor was filthy.  We basically had to wear flip-flops in the room because wearing socks, or no socks, would turn the bottoms of our feet black.  The TV was state-of-the-art if it was 1991.  Old box TV.  Also, we had to call the front desk because it didn't have a remote.  (On the plus side, they did come in a few minutes)  The pool was rather small and dirty for a place this big.  I didn't do any gambling but did spend some time scouting the casino for future reference.  It was as others have described....old retirees, elders, and other odd people.  The neighborhood is shady.  Don't plan on walking anywhere after sunset (unless you have a CCW). There are numerous pimps and prostitutes up and down Boulder Hwy.   


Would I come back here?  Probably not, unless all other places were booked solid.  I'd trust a Motel 6 or Super 8 over Charlie's.  It's only redeeming value is if I ever plan to go to Sam Boyd stadium again.  Otherwise, if you're looking for the ""Vegas"" experience, this is not it.  Too far off the strip and no real nightlife."
2.5,2,"Would of given it Four stars but couldn't believe no free wifi...they charge you $11.99 per day for wifi, come on in this day and age not to provide free wifi that's a good reason to go elsewhere."
2.5,3,"Got a ""Suite"" for about $40 for a Monday night (after tax, No Resort Fees!), very roomy.  Couch and TV in one room and a TV in the bed room.  It was a steal on the surface, but no frills.   However, only one TV had a remote (Bed room), no big deal so I told desk clerk at check out a remote was missing, she said no problem.  TV sets were early 90s vintage but got about 30 channels.  Also, walls were thin and you could hear noises at night from people in other rooms so it was tough to sleep. Shower and wash room was basic, not unlike Motel 6.  Can't comment on gambling or food, did neither there, just stayed the night.  No line at all to check in and clerks both check in and check out were very nice.  Only about a 2-minute walk to casino, enter rooms from outdoors.   Not too far from strip or downtown or east side casinos.  Adequate when you don't want to pay strip prices; classic case of you gets what you pays for."
2.5,5,"Place is incredible!! Clean and affordable. Friendly staff. Except for the meat cutters at the buffet..is there a reason they cut the meats paper thin? I mean it isn't free we pay for it. After speaking with debbie tge asst manager of buffet she replied they changed company? Wtf?? I then suggested that they post a sogn above the meat section..""KIDS MEAL"""
2.5,2,"I was rolling over 3 stars but figured 2 would do it more justice. We spent 2 nights here and I tried to stay in the room as minimal as possible. 

Review is for room only... its very rundown looking. Those flowery cheap curtains that match the bed sheets. Restroom was very confined. My car trunk seemed bigger. Not that I have used it as a restroom or so. 

Aside from the room... everything else is just just average or below. Valet dude was polite. Insisted on tip even tho he never parked our car. Parking lot is pretty big, always found a good spot. Front desk guy was cool... however offered no help on whats going on ON the Strip as far as shows an attractions goes. FAIL! 

2/5 because I have had MUCH better. Esp in Vegas!"
2.5,2,"Came here for bingo, this place seemed more geared towards an older crowd than those around my age. Each session runs you about $6-20  depending on what kind of packets you buy and if you go electronic or not. I spent a total of $11 on a small rainbow packet, two additional cards for the final round including a double prize multiplier or something, and the validation on my cards which apparently involves a larger prize at the end for winners.

The session comes with two complimentary drinks, so it's easy to break even if you dont win anything. The drinks however only seemed to contain a single sip of alcohol per so its best to order beers than a cocktail.

I had an odd interaction with the cashier, it was my first time playing and she was hesitant about selling a larger packet to me and my friend because of that. Her argument was that we wouldnt be able to keep up. Why care? AC still has our money regardless if we can or not.  After insisting we could handle the small rainbow,  she told us to fold it in half when we get into trouble. We never did, we had no issue scanning for our numbers..."
2.5,1,"BED BUGS!!!!

For starters, I stayed here during EDC weekend (May 17-21). When we arrived at the hotel and tried to check in to our room, the front desk receptionist not only gave us the wrong room but also gave us attitude when we requested a room change to a deluxe which was originally the room we paid for. 

Then the following morning I woke up with multiple bug bites, then day after I woke up with more. I requested a room change and they switched us to another room but didn't follow through with their investigation as they promised till this day. (6/17/18) 

No compensation was given to me even after I've talked to multiple managers and they still refused to refund me for those two nights I experienced the bites. 

Never staying here again, nor do I recommend staying unless you're trying to get eaten alive by bugs. 

Also they have shitty customer service."
2.5,1,"I stayed here because it was on labor day weekend and i was attending my cousins wedding on the strip.  The strip hotels were over $200 a night so I could only afford a hotel in the $90 range on the weekends.

The room was big, nice, comfy, casino was good, resturant was good, free wifi.  The BAD PARTS is its in a sketchy hood. It's an outside hotel. Casino is seperate from the hotel.  It seems like a really trashy truck stop place, and i could hear the people having sex in the room next door, and I mean everything from the sound of the neighbors tv, toilet flushing to them having sex on the table. TRASHY!  I did tell the management and they gave me a refund of one of the 3 nights which was nice"
2.5,1,"To be completely honest, the only reason i'm giving 1 star is because quite frankly I can't give 0 stars. 

For starters the people who work at the first desk need to work on customer service not only were they rude but they gave us the wrong room and when the issue was brought up, it was a problem. 

Onto the room... the furniture was very outdated. The room smelt of cigarettes, although it was a non-smoking room, and like it hadn't been cleaned in many, many months possibly years. My family and I stayed at this ""hotel"" for 4 days and on the 2nd day, I woke up with insect bites but I didn't think anything of it because it's Vegas in the summer so I immediately thought mosquitoes. I WAS WRONG!! 3rd day there I woke up with two more bites... BES BUGS!!! 

Yes the ""hotel"" is cheap. But the area is AWFUL!! In most words, it's not worth it!"
2.5,1,"this place is deplorable. the carpets were filthy, only one outlet worked, i had to call the maintenance man to come in right before midnight to fix an  outlet.

also, i was bitten while i stayed over night. i am not sure what bit me, but i have a swollen right finger from staying here.

do yourself a favor, save your money, go somewhere else, and for the love of pizza, don't eat at that buffet. it was horrible.... absolutley expensive and horrible.

this is a real review, from a real person that stayed at this nasty deplorable place."
2.5,1,"This is the first time my family and I have stayed here and it will definitely be the last! Housekeeping didn't come in to clean the room, make the beds nor leave clean towels. We have stayed Downtown at The D, Palace Station ,we stayed at Boulder Station and at Sam's Town and their service is 10 times better than this place! My daughter and her family also stayed here, the 1st time she had ants in her room but they quickly gave her another room and were very apologetic so she decided to stay here again but now this time her room had roaches!!!!! NEVER AGAIN WILL WE STAY HERE!!!!!"
2.5,3,"The hotel is actually motel style, but I'm not picky. All I ask for is a clean room with a comfortable bed, and that's what I got. The shower is an enigma to figure out, though. I stayed at Arizona Charlie's for an entire week and I left the place still unable to figure out how the hell the shower works.

Also, the in-room wireless never worked, but at $12.99 a night it's not really worth it anyway."
2.5,1,The place is horrible! Everything is outdated and the service in restaurants is below any eating establishment that I have ever been. Don't know how they keep the doors open.
2.5,4,Very nice place a little off the beaten path but nice.  Friendly service and very accommodating with our requests.  Made sure our parties were close together even during the busy week.  Inexpensive was way cheaper than all the rest $70 a night versus over $200 for the others they give you two little rooms  very nice and the water pressure in the shower was great going to stay here again
2.5,1,"If I could give this place a zero I would. Only reason it's a 1 is because they at least refunded me one night. I had reservations thru Vegas.com & apparently they over booked my room. I got there Friday night at 10 & by midnight someone tried to barge in our room bc they had the same room ?!! & access as well?!! My kids woke up screaming !! So I run to Check and the person left. Come 2am security comes banging on my door like they're the police asking me for Id bc the room
Was for someone else ?!!! So now my whole family is woken up twice & security is checking to see why my door key opens a room that's already been booked ?!? They literally Check 3 other rooms & my key opens them! Long story they wanted me to change rooms but then realized it was their fault! The rooms are filthy and on one nightstand it looked like a crack pipe burned thru it!! I asked for non smoking room
& nope that also didn't happen. I would NEVER go here again."
2.5,4,"I travel to Las Vegas regularly -- two to four times a year.  I'm a poker player always looking for an edge.  The last thing I want is a luxury-priced hotel that cuts into my thin bottom line.  I prefer budget accommodations.  So half a dozen years ago I went with this property located about 6 miles away from the Strip, on Boulder Highway, just a little north of Henderson.  But I always rent a car and don't like the long lines of the large strip hotels anyway.  So this property's somewhat distant location was not much a deficiency for me.
   The casino has a very nice restaurant, the Sourdough Cafe, with terrifically inexpensive specials , especially breakfast specials. The rooms themselves are well worn, acceptable in size if not spacious, and modestly appointed, with nothing extra -- no microwave or refrigerator (at least not in the standard rooms).  There is an outdoor pool on site but no gym.
   The location is a step above awful -- that doesn't bother me at all.  But if I were a woman staying alone or a family with children I might give it some pause.  There are ""working girls"" who clearly frequent the property and the sidewalks near it.  But to the property's advantage are three large full-service and budget-oriented casinos: Boulder Station, Sam's Town, and The Cannery East.  The Longhorn Casino, home to many very inexpensive breakfast and dinner specials is also within a nice stroll.
   The best reason to stay is the price -- among the very lowest in the Las Vegas area.  And, to top it off, THERE IS NO RESORT FEE!!!!!!!  All things considered, this is the best deal for an acceptably clean and functional casino hotel room."
2.5,4,"I dont see why all the one star reviews. If u expect this to be the same as the bellagio you tripping. Its a cheaper option off the strip. We got a suite. The room was clean. I was happy. Pool was nice daughter loved it. Dinner buffet was good. No bed bugs. Didnt see any pimps or hookers as the previous reviews said. Lol anyways charlies isnt dead, yes we'd stay here again. Room 3302, the toilet is hella loose and crooked. And the sheet of linoleum in the bathroom is loose and coming up. Minor complaints. Charlies was cool"
2.5,4,This is a nice place off the strip.  The rooms were fine.  What they really need to do is power wash all the sidewalks and lower portions of the buildings.  That little effort would really improve the impression of the place.  My biggest complaint is their hotel check in and check out.  They have a lot of hotel rooms and only 2 stations to check in and out of your room?  Really?  Do they really not want hotel guests that badly?
2.5,1,"This is the worst buffet in town. Prime rib has NO taste, shrimp was cold. Very small selection.  One poor guy waiting on the whole room. He gave good service considering the amount if tables he had to take care. Will never go back even for free. My opinion is go to Sam's Town Firelight Buffet. Similar price and so much better variety and taste."
2.5,3,There is now a modest resort fee.   So I don't stay here anymore.   It was fun while it lasted.
2.5,4,"4 dollar ham steak and eggs with hash browns and toast served all day is a deal worth driving for. And $1 Bloody Marys and Mojitos is an added bonus. Make sure to order the eggs country scrambled, they know how to cook them. Can't review the rest of the menu but this breakfast and drink special is old Vegas relived. Enjoy!"
